Year,Rank,Release Group, Worldwide , Domestic ,Domestic %, Foreign ,Foreign %, Origin , Worldwide Adjusted , Domestic Adjusted , Foreign Adjusted 
2000,167,The in Crowd," $5,280,035 "," $5,280,035 ",100%,,,USA," $9,372,062 "," $9,372,062 ", $-   
2000,168,The House of Mirth," $5,164,404 "," $3,043,284 ",58.90%," $2,121,120 ",41.10%,USA," $9,166,817 "," $5,401,829 "," $3,764,988 "
2000,169,Otto - Der Katastrofenfilm," $5,058,355 ",,," $5,058,355 ",100%,International," $8,978,580 ", $-   ," $8,978,580 "
2000,170,Whipped," $4,775,009 "," $4,159,986 ",87.10%," $615,023 ",12.90%,USA," $8,475,641 "," $7,383,975 "," $1,091,666 "
2000,171,Held Up," $4,705,631 "," $4,705,631 ",100%,,,USA," $8,352,495 "," $8,352,495 ", $-   
2000,172,The Jungle Book 2000 Re-release," $4,466,472 ",,," $4,466,472 ",100%,International," $7,927,988 ", $-   ," $7,927,988 "
2000,173,The Tao of Steve," $4,406,030 "," $4,342,203 ",98.60%," $63,827 ",1.40%,USA," $7,820,703 "," $7,707,410 "," $113,293 "
2000,174,Mohabbatein," $4,279,351 "," $1,070,000 ",25%," $3,209,351 ",75%,USA," $7,595,848 "," $1,899,250 "," $5,696,598 "
2000,175,East Is East," $4,177,818 "," $4,177,818 ",100%,,,USA," $7,415,627 "," $7,415,627 ", $-   
2000,176,Bossa Nova," $4,069,261 "," $1,823,297 ",44.80%," $2,245,964 ",55.20%,USA," $7,222,938 "," $3,236,352 "," $3,986,586 "
2000,177,Erkan & Stefan," $4,026,949 ",,," $4,026,949 ",100%,International," $7,147,834 ", $-   ," $7,147,834 "
2000,178,Pettson & Findus - Katten och gubbens år," $3,920,489 ",,," $3,920,489 ",100%,International," $6,958,868 ", $-   ," $6,958,868 "
2000,179,Up at the Villa," $3,740,113 "," $2,933,161 ",78.40%," $806,952 ",21.60%,USA," $6,638,701 "," $5,206,361 "," $1,432,340 "
2000,180,The Big Kahuna," $3,728,888 "," $3,165,544 ",84.90%," $563,344 ",15.10%,USA," $6,618,776 "," $5,618,841 "," $999,936 "
2000,181,Price of Glory," $3,548,556 "," $3,440,228 ",96.90%," $108,328 ",3.10%,USA," $6,298,687 "," $6,106,405 "," $192,282 "
2000,182,Gun Shy," $3,221,280 "," $1,638,202 ",50.90%," $1,583,078 ",49.10%,USA," $5,717,772 "," $2,907,809 "," $2,809,963 "
2000,183,Beautiful," $3,169,930 "," $3,157,348 ",99.60%," $12,582 ",0.40%,USA," $5,626,626 "," $5,604,293 "," $22,333 "
2000,184,Isn't She Great," $3,003,296 "," $2,962,465 ",98.60%," $40,831 ",1.40%,USA," $5,330,850 "," $5,258,375 "," $72,475 "
2000,185,No More School," $2,870,533 ",,," $2,870,533 ",100%,International," $5,095,196 ", $-   ," $5,095,196 "
2000,186,Flickering Lights," $2,760,019 ",,," $2,760,019 ",100%,International," $4,899,034 ", $-   ," $4,899,034 "
2000,187,The Color of Paradise," $2,724,595 "," $1,817,216 ",66.70%," $907,379 ",33.30%,USA," $4,836,156 "," $3,225,558 "," $1,610,598 "
2000,188,God's Army," $2,637,726 "," $2,637,726 ",100%,,,USA," $4,681,964 "," $4,681,964 ", $-   
2000,189,But I'm a Cheerleader," $2,595,216 "," $2,205,627 ",85%," $389,589 ",15%,USA," $4,606,508 "," $3,914,988 "," $691,520 "
2000,190,Bamboozled," $2,463,650 "," $2,274,979 ",92.30%," $188,671 ",7.70%,USA," $4,372,979 "," $4,038,088 "," $334,891 "
2000,191,East/West," $2,321,029 "," $2,321,029 ",100%,,,USA," $4,119,826 "," $4,119,826 ", $-   
2000,192,Shower," $2,150,929 "," $1,157,764 ",53.80%," $993,165 ",46.20%,USA," $3,817,899 "," $2,055,031 "," $1,762,868 "
2000,193,Left Luggage," $2,111,280 "," $1,069,540 ",50.70%," $1,041,740 ",49.30%,USA," $3,747,522 "," $1,898,434 "," $1,849,089 "
2000,194,Blood Simple 2000 Re-release," $2,068,701 "," $1,701,855 ",82.30%," $366,846 ",17.70%,USA," $3,671,944 "," $3,020,793 "," $651,152 "
2000,195,Marlene," $2,061,924 ",,," $2,061,924 ",100%,International," $3,659,915 ", $-   ," $3,659,915 "
2000,196,Hamlet," $2,046,433 "," $1,577,287 ",77.10%," $469,146 ",22.90%,USA," $3,632,419 "," $2,799,684 "," $832,734 "
2000,197,The Broken Hearts Club: A Romantic Comedy," $2,019,121 "," $1,746,585 ",86.50%," $272,536 ",13.50%,USA," $3,583,940 "," $3,100,188 "," $483,751 "
2000,198,Cecil B. Demented," $1,961,544 "," $1,284,646 ",65.50%," $676,898 ",34.50%,USA," $3,481,741 "," $2,280,247 "," $1,201,494 "
2000,199,The Life and Times of Hank Greenberg," $1,712,385 "," $1,712,385 ",100%,,,USA," $3,039,483 "," $3,039,483 ", $-   
2000,200,The Girl on the Bridge," $1,708,839 "," $1,708,839 ",100%,,,USA," $3,033,189 "," $3,033,189 ", $-   
2001,1,Harry Potter and the Sorcerer's Stone," $974,755,371 "," $317,575,550 ",32.60%," $657,179,821 ",67.40%,USA," $1,683,402,526 "," $548,452,975 "," $1,134,949,551 "
2001,2,The Lord of the Rings: The Fellowship of the Ring," $880,839,846 "," $313,364,114 ",35.60%," $567,475,732 ",64.40%,USA," $1,521,210,414 "," $541,179,825 "," $980,030,589 "
2001,3,"Monsters, Inc."," $528,773,250 "," $255,873,250 ",48.40%," $272,900,000 ",51.60%,USA," $913,191,403 "," $441,893,103 "," $471,298,300 "
2001,4,Shrek," $484,409,218 "," $267,665,011 ",55.30%," $216,744,207 ",44.70%,USA," $836,574,719 "," $462,257,474 "," $374,317,245 "
2001,5,Ocean's Eleven," $450,717,150 "," $183,417,150 ",40.70%," $267,300,000 ",59.30%,USA," $778,388,518 "," $316,761,418 "," $461,627,100 "
2001,6,Pearl Harbor," $449,220,945 "," $198,542,554 ",44.20%," $250,678,391 ",55.80%,USA," $775,804,572 "," $342,882,991 "," $432,921,581 "
2001,7,The Mummy Returns," $433,013,274 "," $202,019,785 ",46.70%," $230,993,489 ",53.30%,USA," $747,813,924 "," $348,888,169 "," $398,925,756 "
2001,8,Jurassic Park III," $368,780,809 "," $181,171,875 ",49.10%," $187,608,934 ",50.90%,USA," $636,884,457 "," $312,883,828 "," $324,000,629 "
2001,9,Planet of the Apes," $362,211,740 "," $180,011,740 ",49.70%," $182,200,000 ",50.30%,USA," $625,539,675 "," $310,880,275 "," $314,659,400 "
2001,10,Hannibal," $351,692,268 "," $165,092,268 ",46.90%," $186,600,000 ",53.10%,USA," $607,372,547 "," $285,114,347 "," $322,258,200 "
2001,11,Rush Hour 2," $347,325,802 "," $226,164,286 ",65.10%," $121,161,516 ",34.90%,USA," $599,831,660 "," $390,585,722 "," $209,245,938 "
2001,12,A Beautiful Mind," $313,542,341 "," $170,742,341 ",54.50%," $142,800,000 ",45.50%,USA," $541,487,623 "," $294,872,023 "," $246,615,600 "
2001,13,American Pie 2," $287,553,595 "," $145,103,595 ",50.50%," $142,450,000 ",49.50%,USA," $496,605,059 "," $250,593,909 "," $246,011,150 "
2001,14,Bridget Jones's Diary," $281,929,795 "," $71,543,427 ",25.40%," $210,386,368 ",74.60%,USA," $486,892,756 "," $123,555,498 "," $363,337,258 "
2001,15,Spirited Away," $274,925,095 "," $10,055,859 ",3.70%," $264,869,236 ",96.30%,International," $474,795,639 "," $17,366,468 "," $457,429,171 "
2001,16,Lara Croft: Tomb Raider," $274,703,340 "," $131,168,070 ",47.70%," $143,535,270 ",52.30%,USA," $474,412,668 "," $226,527,257 "," $247,885,411 "
2001,17,A.I. Artificial Intelligence," $235,926,552 "," $78,616,689 ",33.30%," $157,309,863 ",66.70%,USA," $407,445,155 "," $135,771,022 "," $271,674,133 "
2001,18,The Others," $209,947,037 "," $96,522,687 ",46%," $113,424,350 ",54%,USA," $362,578,533 "," $166,694,680 "," $195,883,852 "
2001,19,The Fast and the Furious," $207,283,925 "," $144,533,925 ",69.70%," $62,750,000 ",30.30%,USA," $357,979,338 "," $249,610,088 "," $108,369,250 "
2001,20,Vanilla Sky," $203,388,341 "," $100,618,344 ",49.50%," $102,769,997 ",50.50%,USA," $351,251,665 "," $173,767,880 "," $177,483,785 "
2001,21,Cats & Dogs," $200,687,492 "," $93,385,515 ",46.50%," $107,301,977 ",53.50%,USA," $346,587,299 "," $161,276,784 "," $185,310,514 "
2001,22,Atlantis: The Lost Empire," $186,053,725 "," $84,056,472 ",45.20%," $101,997,253 ",54.80%,USA," $321,314,783 "," $145,165,527 "," $176,149,256 "
2001,23,Moulin Rouge!," $179,213,434 "," $57,386,607 ",32%," $121,826,827 ",68%,USA," $309,501,601 "," $99,106,670 "," $210,394,930 "
2001,24,Dr. Dolittle 2," $176,104,344 "," $112,952,899 ",64.10%," $63,151,445 ",35.90%,USA," $304,132,202 "," $195,069,657 "," $109,062,546 "
2001,25,Amélie," $173,921,954 "," $33,225,499 ",19.10%," $140,696,455 ",80.90%,International," $300,363,215 "," $57,380,437 "," $242,982,778 "
2001,26,Black Hawk Down," $172,989,651 "," $108,638,745 ",62.80%," $64,350,906 ",37.20%,USA," $298,753,127 "," $187,619,113 "," $111,134,015 "
2001,27,The Princess Diaries," $165,335,153 "," $108,248,956 ",65.50%," $57,086,197 ",34.50%,USA," $285,533,809 "," $186,945,947 "," $98,587,862 "
2001,28,Spy Kids," $147,934,180 "," $112,719,001 ",76.20%," $35,215,179 ",23.80%,USA," $255,482,329 "," $194,665,715 "," $60,816,614 "
2001,29,The Mexican," $147,845,033 "," $66,845,033 ",45.20%," $81,000,000 ",54.80%,USA," $255,328,372 "," $115,441,372 "," $139,887,000 "
2001,30,Swordfish," $147,080,413 "," $69,772,969 ",47.40%," $77,307,444 ",52.60%,USA," $254,007,873 "," $120,497,917 "," $133,509,956 "
2001,31,Spy Game," $143,049,560 "," $62,362,560 ",43.60%," $80,687,000 ",56.40%,USA," $247,046,590 "," $107,700,141 "," $139,346,449 "
2001,32,Legally Blonde," $141,774,679 "," $96,520,674 ",68.10%," $45,254,005 ",31.90%,USA," $244,844,871 "," $166,691,204 "," $78,153,667 "
2001,33,Scary Movie 2," $141,220,678 "," $71,308,997 ",50.50%," $69,911,681 ",49.50%,USA," $243,888,111 "," $123,150,638 "," $120,737,473 "
2001,34,Shallow Hal," $141,069,860 "," $70,839,203 ",50.20%," $70,230,657 ",49.80%,USA," $243,627,648 "," $122,339,304 "," $121,288,345 "
2001,35,America's Sweethearts," $138,307,673 "," $93,607,673 ",67.70%," $44,700,000 ",32.30%,USA," $238,857,351 "," $161,660,451 "," $77,196,900 "
2001,36,Save the Last Dance," $131,706,809 "," $91,057,006 ",69.10%," $40,649,803 ",30.90%,USA," $227,457,659 "," $157,255,449 "," $70,202,210 "
2001,37,A Knight's Tale," $117,487,473 "," $56,569,702 ",48.10%," $60,917,771 ",51.90%,USA," $202,900,866 "," $97,695,875 "," $105,204,991 "
2001,38,The Score," $113,579,918 "," $71,107,711 ",62.60%," $42,472,207 ",37.40%,USA," $196,152,518 "," $122,803,017 "," $73,349,501 "
2001,39,Along Came a Spider," $105,178,561 "," $74,078,174 ",70.40%," $31,100,387 ",29.60%,USA," $181,643,375 "," $127,933,006 "," $53,710,368 "
2001,40,Training Day," $104,876,233 "," $76,631,907 ",73.10%," $28,244,326 ",26.90%,USA," $181,121,254 "," $132,343,303 "," $48,777,951 "
2001,41,Jimmy Neutron: Boy Genius," $102,992,536 "," $80,936,232 ",78.60%," $22,056,304 ",21.40%,USA," $177,868,110 "," $139,776,873 "," $38,091,237 "
2001,42,Don't Say a Word," $100,020,092 "," $55,001,642 ",55%," $45,018,450 ",45%,USA," $172,734,699 "," $94,987,836 "," $77,746,863 "
2001,43,Evolution," $98,376,292 "," $38,345,494 ",39%," $60,030,798 ",61%,USA," $169,895,856 "," $66,222,668 "," $103,673,188 "
2001,44,I Am Sam," $97,818,139 "," $40,311,852 ",41.20%," $57,506,287 ",58.80%,USA," $168,931,926 "," $69,618,568 "," $99,313,358 "
2001,45,Enemy at the Gates," $96,976,270 "," $51,401,758 ",53%," $45,574,512 ",47%,USA," $167,478,018 "," $88,770,836 "," $78,707,182 "
2001,46,The Wedding Planner," $94,728,529 "," $60,400,856 ",63.80%," $34,327,673 ",36.20%,USA," $163,596,170 "," $104,312,278 "," $59,283,891 "
2001,47,Behind Enemy Lines," $91,753,202 "," $58,856,790 ",64.10%," $32,896,412 ",35.90%,USA," $158,457,780 "," $101,645,676 "," $56,812,104 "
2001,48,Gosford Park," $87,754,044 "," $41,308,615 ",47.10%," $46,445,429 ",52.90%,USA," $151,551,234 "," $71,339,978 "," $80,211,256 "
2001,49,Ali," $87,713,825 "," $58,203,105 ",66.40%," $29,510,720 ",33.60%,USA," $151,481,776 "," $100,516,762 "," $50,965,013 "
2001,50,Rat Race," $85,498,534 "," $56,618,055 ",66.20%," $28,880,479 ",33.80%,USA," $147,655,968 "," $97,779,381 "," $49,876,587 "
2001,51,Final Fantasy: The Spirits Within," $85,131,830 "," $32,131,830 ",37.70%," $53,000,000 ",62.30%,USA," $147,022,670 "," $55,491,670 "," $91,531,000 "
2001,52,The Animal," $84,772,742 "," $57,743,062 ",68.10%," $27,029,680 ",31.90%,USA," $146,402,525 "," $99,722,268 "," $46,680,257 "
2001,53,Blow," $83,282,296 "," $52,990,775 ",63.60%," $30,291,521 ",36.40%,USA," $143,828,525 "," $91,515,068 "," $52,313,457 "
2001,54,Exit Wounds," $79,958,599 "," $51,758,599 ",64.70%," $28,200,000 ",35.30%,USA," $138,088,500 "," $89,387,100 "," $48,701,400 "
2001,55,Serendipity," $77,516,304 "," $50,294,317 ",64.90%," $27,221,987 ",35.10%,USA," $133,870,657 "," $86,858,285 "," $47,012,372 "
2001,56,Kate & Leopold," $76,019,048 "," $47,121,859 ",62%," $28,897,189 ",38%,USA," $131,284,896 "," $81,379,450 "," $49,905,445 "
2001,57,Manitou's Shoe," $75,482,094 ",,," $75,482,094 ",100%,International," $130,357,576 ", $-   ," $130,357,576 "
2001,58,From Hell," $74,558,115 "," $31,602,566 ",42.40%," $42,955,549 ",57.60%,USA," $128,761,865 "," $54,577,631 "," $74,184,233 "
2001,59,The One," $72,689,126 "," $43,905,746 ",60.40%," $28,783,380 ",39.60%,USA," $125,534,121 "," $75,825,223 "," $49,708,897 "
2001,60,The Royal Tenenbaums," $71,441,250 "," $52,364,010 ",73.30%," $19,077,240 ",26.70%,USA," $123,379,039 "," $90,432,645 "," $32,946,393 "
2001,61,Down to Earth," $71,186,502 "," $64,186,502 ",90.20%," $7,000,000 ",9.80%,USA," $122,939,089 "," $110,850,089 "," $12,089,000 "
2001,62,Brotherhood of the Wolf," $70,752,904 "," $11,260,096 ",15.90%," $59,492,808 ",84.10%,USA," $122,190,265 "," $19,446,186 "," $102,744,079 "
2001,63,Thir13en Ghosts," $68,467,960 "," $41,867,960 ",61.10%," $26,600,000 ",38.90%,USA," $118,244,167 "," $72,305,967 "," $45,938,200 "
2001,64,Pokémon 3 the Movie: Spell of the Unown," $68,411,275 "," $17,052,128 ",24.90%," $51,359,147 ",75.10%,USA," $118,146,272 "," $29,449,025 "," $88,697,247 "
2001,65,Bandits," $67,631,903 "," $41,575,141 ",61.50%," $26,056,762 ",38.50%,USA," $116,800,296 "," $71,800,269 "," $45,000,028 "
2001,66,Not Another Teen Movie," $66,468,332 "," $38,252,284 ",57.50%," $28,216,048 ",42.50%,USA," $114,790,809 "," $66,061,694 "," $48,729,115 "
2001,67,Sweet November," $65,754,228 "," $25,288,103 ",38.50%," $40,466,125 ",61.50%,USA," $113,557,552 "," $43,672,554 "," $69,884,998 "
2001,68,K-PAX," $65,001,485 "," $50,338,485 ",77.40%," $14,663,000 ",22.60%,USA," $112,257,565 "," $86,934,564 "," $25,323,001 "
2001,69,Kiss of the Dragon," $64,437,847 "," $36,845,124 ",57.20%," $27,592,723 ",42.80%,USA," $111,284,162 "," $63,631,529 "," $47,652,633 "
2001,70,Captain Corelli's Mandolin," $62,112,895 "," $25,543,895 ",41.10%," $36,569,000 ",58.90%,USA," $107,268,970 "," $44,114,307 "," $63,154,663 "
2001,71,Zoolander," $60,780,981 "," $45,172,250 ",74.30%," $15,608,731 ",25.70%,USA," $104,968,754 "," $78,012,476 "," $26,956,278 "
2001,72,The Crimson Rivers," $60,094,966 "," $594,966 ",1%," $59,500,000 ",99%,International," $103,784,006 "," $1,027,506 "," $102,756,500 "
2001,73,Jeepers Creepers," $59,217,789 "," $37,904,175 ",64%," $21,313,614 ",36%,USA," $102,269,122 "," $65,460,510 "," $36,808,611 "
2001,74,Heartbreakers," $57,756,408 "," $40,336,607 ",69.80%," $17,419,801 ",30.20%,USA," $99,745,317 "," $69,661,320 "," $30,083,996 "
2001,75,15 Minutes," $56,359,980 "," $24,403,552 ",43.30%," $31,956,428 ",56.70%,USA," $97,333,685 "," $42,144,934 "," $55,188,751 "
2001,76,Driven," $54,744,738 "," $32,720,065 ",59.80%," $22,024,673 ",40.20%,USA," $94,544,163 "," $56,507,552 "," $38,036,610 "
2001,77,Domestic Disturbance," $54,249,294 "," $45,246,095 ",83.40%," $9,003,199 ",16.60%,USA," $93,688,531 "," $78,140,006 "," $15,548,525 "
2001,78,The Closet," $50,104,745 "," $6,678,894 ",13.30%," $43,425,851 ",86.70%,USA," $86,530,895 "," $11,534,450 "," $74,996,445 "
2001,79,Monster's Ball," $44,909,486 "," $31,273,922 ",69.60%," $13,635,564 ",30.40%,USA," $77,558,682 "," $54,010,063 "," $23,548,619 "
2001,80,Recess: School's Out," $44,460,850 "," $36,706,141 ",82.60%," $7,754,709 ",17.40%,USA," $76,783,888 "," $63,391,506 "," $13,392,382 "
2001,81,Hardball," $44,102,389 "," $40,222,729 ",91.20%," $3,879,660 ",8.80%,USA," $76,164,826 "," $69,464,653 "," $6,700,173 "
2001,82,In the Bedroom," $43,368,779 "," $35,930,604 ",82.80%," $7,438,175 ",17.20%,USA," $74,897,881 "," $62,052,153 "," $12,845,728 "
2001,83,See Spot Run," $43,057,552 "," $33,357,476 ",77.50%," $9,700,076 ",22.50%,USA," $74,360,392 "," $57,608,361 "," $16,752,031 "
2001,84,Shaolin Soccer," $42,776,760 "," $489,600 ",1.10%," $42,287,160 ",98.90%,International," $73,875,465 "," $845,539 "," $73,029,925 "
2001,85,Black Knight," $39,976,235 "," $33,426,971 ",83.60%," $6,549,264 ",16.40%,USA," $69,038,958 "," $57,728,379 "," $11,310,579 "
2001,86,Memento," $39,723,096 "," $25,544,867 ",64.30%," $14,178,229 ",35.70%,USA," $68,601,787 "," $44,115,985 "," $24,485,801 "
2001,87,Crocodile Dundee in Los Angeles," $39,438,674 "," $25,635,682 ",65%," $13,802,992 ",35%,USA," $68,110,590 "," $44,272,823 "," $23,837,767 "
2001,88,Haunted Castle," $39,093,166 "," $13,651,656 ",34.90%," $25,441,510 ",65.10%,USA," $67,513,898 "," $23,576,410 "," $43,937,488 "
2001,89,Someone Like You," $38,689,940 "," $27,343,067 ",70.70%," $11,346,873 ",29.30%,USA," $66,817,526 "," $47,221,477 "," $19,596,050 "
2001,90,What's the Worst That Could Happen?," $38,464,131 "," $32,269,834 ",83.90%," $6,194,297 ",16.10%,USA," $66,427,554 "," $55,730,003 "," $10,697,551 "
2001,91,The Majestic," $37,317,558 "," $27,807,266 ",74.50%," $9,510,292 ",25.50%,USA," $64,447,423 "," $48,023,148 "," $16,424,274 "
2001,92,Valentine," $36,684,136 "," $20,384,136 ",55.60%," $16,300,000 ",44.40%,USA," $63,353,503 "," $35,203,403 "," $28,150,100 "
2001,93,Joy Ride," $36,642,838 "," $21,974,919 ",60%," $14,667,919 ",40%,USA," $63,282,181 "," $37,950,685 "," $25,331,496 "
2001,94,Riding in Cars with Boys," $35,743,308 "," $30,165,536 ",84.40%," $5,577,772 ",15.60%,USA," $61,728,693 "," $52,095,881 "," $9,632,812 "
2001,95,Original Sin," $35,402,320 "," $16,534,221 ",46.70%," $18,868,099 ",53.30%,USA," $61,139,807 "," $28,554,600 "," $32,585,207 "
2001,96,Jay and Silent Bob Strike Back," $33,788,161 "," $30,085,147 ",89%," $3,703,014 ",11%,USA," $58,352,154 "," $51,957,049 "," $6,395,105 "
2001,97,And Your Mother Too," $33,616,692 "," $13,839,658 ",41.20%," $19,777,034 ",58.80%,USA," $58,056,027 "," $23,901,089 "," $34,154,938 "
2001,98,The Musketeer," $32,533,802 "," $27,073,640 ",83.20%," $5,460,162 ",16.80%,USA," $56,185,876 "," $46,756,176 "," $9,429,700 "
2001,99,Double Take," $31,603,059 "," $29,831,583 ",94.40%," $1,771,476 ",5.60%,USA," $54,578,483 "," $51,519,144 "," $3,059,339 "
2001,100,How High," $31,283,740 "," $31,178,740 ",99.70%," $105,000 ",0.30%,USA," $54,027,019 "," $53,845,684 "," $181,335 "
2001,101,Beauty and the Beast 2000 IMAX Release," $31,033,346 "," $25,487,190 ",82.10%," $5,546,156 ",17.90%,USA," $53,594,589 "," $44,016,377 "," $9,578,211 "
2001,102,Joe Dirt," $30,987,695 "," $27,087,695 ",87.40%," $3,900,000 ",12.60%,USA," $53,515,749 "," $46,780,449 "," $6,735,300 "
2001,103,Hearts in Atlantis," $30,919,415 "," $24,185,781 ",78.20%," $6,733,634 ",21.80%,USA," $53,397,830 "," $41,768,844 "," $11,628,986 "
2001,104,Monsoon Wedding," $30,787,356 "," $13,885,966 ",45.10%," $16,901,390 ",54.90%,USA," $53,169,764 "," $23,981,063 "," $29,188,701 "
2001,105,Angel Eyes," $29,715,606 "," $24,174,218 ",81.40%," $5,541,388 ",18.60%,USA," $51,318,852 "," $41,748,874 "," $9,569,977 "
2001,106,The Pledge," $29,419,291 "," $19,733,089 ",67.10%," $9,686,202 ",32.90%,USA," $50,807,116 "," $34,079,045 "," $16,728,071 "
2001,107,Baby Boy," $29,381,649 "," $28,734,552 ",97.80%," $647,097 ",2.20%,USA," $50,742,108 "," $49,624,571 "," $1,117,537 "
2001,108,Heist," $28,510,652 "," $23,510,841 ",82.50%," $4,999,811 ",17.50%,USA," $49,237,896 "," $40,603,222 "," $8,634,674 "
2001,109,The Tailor of Panama," $28,008,462 "," $13,729,742 ",49%," $14,278,720 ",51%,USA," $48,370,614 "," $23,711,264 "," $24,659,349 "
2001,110,The Brothers," $27,958,191 "," $27,457,409 ",98.20%," $500,782 ",1.80%,USA," $48,283,796 "," $47,418,945 "," $864,851 "
2001,111,The Last Castle," $27,642,707 "," $18,244,060 ",66%," $9,398,647 ",34%,USA," $47,738,955 "," $31,507,492 "," $16,231,463 "
2001,112,Saving Silverman," $26,086,706 "," $19,402,030 ",74.40%," $6,684,676 ",25.60%,USA," $45,051,741 "," $33,507,306 "," $11,544,435 "
2001,113,Corky Romano," $25,272,752 "," $23,980,304 ",94.90%," $1,292,448 ",5.10%,USA," $43,646,043 "," $41,413,985 "," $2,232,058 "
2001,114,The Shipping News," $24,690,441 "," $11,434,216 ",46.30%," $13,256,225 ",53.70%,USA," $42,640,392 "," $19,746,891 "," $22,893,501 "
2001,115,Joe Somebody," $24,516,772 "," $22,771,646 ",92.90%," $1,745,126 ",7.10%,USA," $42,340,465 "," $39,326,633 "," $3,013,833 "
2001,116,Nowhere in Africa," $24,322,180 "," $6,180,200 ",25.40%," $18,141,980 ",74.60%,USA," $42,004,405 "," $10,673,205 "," $31,331,199 "
2001,117,Tanguy," $24,272,365 ",,," $24,272,365 ",100%,International," $41,918,374 ", $-   ," $41,918,374 "
2001,118,Life as a House," $23,903,791 "," $15,667,270 ",65.50%," $8,236,521 ",34.50%,USA," $41,281,847 "," $27,057,375 "," $14,224,472 "
2001,119,The Glass House," $23,619,609 "," $18,150,259 ",76.80%," $5,469,350 ",23.20%,USA," $40,791,065 "," $31,345,497 "," $9,445,567 "
2001,120,Tomcats," $23,430,766 "," $13,558,739 ",57.90%," $9,872,027 ",42.10%,USA," $40,464,933 "," $23,415,942 "," $17,048,991 "
2001,121,Kingdom Come," $23,396,049 "," $23,249,649 ",99.40%," $146,400 ",0.60%,USA," $40,404,977 "," $40,152,144 "," $252,833 "
2001,122,Two Can Play That Game," $22,391,450 "," $22,235,901 ",99.30%," $155,549 ",0.70%,USA," $38,670,034 "," $38,401,401 "," $268,633 "
2001,123,Winged Migration," $21,493,351 "," $924,651 ",4.30%," $20,568,700 ",95.70%,International," $37,119,017 "," $1,596,872 "," $35,522,145 "
2001,124,Amores Perros," $20,908,467 "," $5,408,467 ",25.90%," $15,500,000 ",74.10%,USA," $36,108,923 "," $9,340,423 "," $26,768,500 "
2001,125,Mulholland Drive," $20,117,339 "," $7,220,243 ",35.90%," $12,897,096 ",64.10%,USA," $34,742,644 "," $12,469,360 "," $22,273,285 "
2001,126,Himalaya 2001 Re-release," $19,960,881 "," $2,487,878 ",12.50%," $17,473,003 ",87.50%,USA," $34,472,441 "," $4,296,565 "," $30,175,876 "
2001,127,Crazy/Beautiful," $19,937,988 "," $16,937,988 ",85%," $3,000,000 ",15%,USA," $34,432,905 "," $29,251,905 "," $5,181,000 "
2001,128,Get Over It," $19,900,366 "," $11,576,464 ",58.20%," $8,323,902 ",41.80%,USA," $34,367,932 "," $19,992,553 "," $14,375,379 "
